,pile_sparsity,bio_sparsity
0,0.14923507,0.22928792
1,0.32043225,0.25580063
2,0.089366555,0.116365716
3,0.013739189,0.005090755
4,0.3446132,0.6039722
5,0.15696336,0.08005585
6,0.047626898,0.022276957
7,0.19103655,0.15681721
8,0.07610824,0.058155406
9,0.073484056,0.018198077
10,0.6510315,0.6731327
11,0.2405938,0.1841457
12,0.73144007,0.6431373
13,0.14161669,0.105235085
14,0.31532812,0.3680012
15,0.20347051,0.3224197
16,0.21826075,0.2796307
17,0.36327103,0.31577584
18,0.05220892,0.08620554
19,0.039403994,0.040224023
20,0.07208952,0.02807367
21,0.04282505,0.032434933
22,0.2642527,0.45186922
23,0.09810468,0.092433676
24,0.3463581,0.32582402
25,0.0797766,0.0663367
26,0.17240621,0.16906954
27,0.18959394,0.13719937
28,0.06923864,0.09266116
29,0.23719336,0.18778533
30,0.10028234,0.085695684
31,0.19243795,0.22646408
32,0.20753732,0.17901574
33,0.22219704,0.10383101
34,0.17158873,0.18689111
35,0.33332646,0.33948827
36,0.020986611,0.023147639
37,0.08268244,0.09085704
38,0.18362427,0.19231915
39,0.04165035,0.019484492
40,0.048897773,0.03954944
41,0.14051756,0.15432283
42,0.098558076,0.13549723
43,0.083149575,0.12683746
44,0.20101121,0.22054186
45,0.039046776,0.03387823
46,0.20928219,0.10223083
47,0.15593292,0.15153037
48,0.06135922,0.08939021
49,0.12926516,0.112208396
50,0.28837872,0.30480993
51,0.08960012,0.07059599
52,0.11525805,0.08395432
53,0.13936347,0.14849474
54,0.19462936,0.18190232
55,0.114227615,0.09703026
56,0.025019063,0.03332915
57,0.07135448,0.03077985
58,0.10697333,0.076118164
59,0.07657537,0.12749635
60,0.04248844,0.052248873
61,0.11927677,0.10538412
62,0.10960438,0.15046358
63,0.35029435,0.4878261
64,0.06721211,0.039423935
65,0.4155143,0.3643851
66,0.2826426,0.36360854
67,0.14051756,0.081459925
68,0.25412005,0.2725162
69,0.46366328,0.48559842
70,0.047716204,0.025147859
71,0.29574978,0.20522253
72,0.14187774,0.12897886
73,0.04201444,0.033964515
74,0.4075112,0.3534349
75,0.9994367,0.9995529
76,0.19446447,0.2253267
77,0.068730295,0.066015095
78,0.0128530115,0.009765779
79,0.04572402,0.026708815
80,0.21410465,0.17391713
81,0.19099534,0.1027956
82,0.20091502,0.14805548
83,0.19571474,0.18613808
84,0.21334213,0.15399338
85,0.39309195,0.4141239
86,0.2281461,0.1187503
87,0.23597057,0.2839998
88,0.050951783,0.030795539
89,0.027567683,0.041737918
90,0.05485371,0.05916728
91,0.25995234,0.36975825
92,0.24906401,0.28765512
93,0.1651588,0.067372106
94,0.34269658,0.23020567
95,0.09295935,0.11781686
96,0.054317884,0.036725603
97,0.20024867,0.16990885
98,0.11052491,0.124986276
99,0.054668233,0.06029682
100,0.045078278,0.01657437
101,0.21990259,0.19588034
102,0.16274756,0.23879485
103,0.12218261,0.055935554
104,0.2898488,0.37600207
105,0.13631336,0.09084919
106,0.067287676,0.048115086
107,0.118122675,0.18730684
108,0.048396293,0.051017366
109,0.44701138,0.47317353
110,0.04760629,0.03195645
111,0.037652247,0.026324458
112,0.14872672,0.14527869
113,0.100144945,0.071066625
114,0.4651059,0.51957864
115,0.08650193,0.06166167
116,0.040571824,0.040710352
117,0.12383818,0.17645074
118,0.16897142,0.1268453
119,0.14498278,0.2146118
120,0.038215555,0.006392859
121,0.094134055,0.03360369
122,0.111431696,0.08704485
123,0.15144709,0.1459219
124,0.28297234,0.3229845
125,0.32501426,0.32481998
126,0.079920866,0.09429271
127,0.03438919,0.018904036
128,0.059779212,0.035815697
129,0.24900906,0.11747956
130,0.21477787,0.27144158
