,pile_sparsity,bio_sparsity
0,0.011575246,0.0068967696
1,0.0065978905,0.012055522
2,0.0062433984,0.0006636067
3,0.0016567071,0.00035550358
4,0.0038777075,0.0010112103
5,0.0042321994,0.00594876
6,0.011358211,0.0019355195
7,0.0026912447,0.00033180334
8,0.009875132,1.580016e-05
9,0.0017652251,0.00040290406
10,0.0026623067,0.0042897435
11,0.0029878605,0.0019671198
12,0.0033278833,0.00057670585
13,0.038567275,0.0692205
14,0.0011575246,0.00011060112
15,0.0029299841,0.00088480895
16,0.018889355,0.013809339
17,0.009289135,0.012095022
18,0.004420297,0.0058618593
19,0.0039862255,0.009962001
20,0.0011068829,0.0
21,0.03231664,0.036158666
22,0.006402558,0.0006320064
23,0.00921679,0.009211493
24,0.0016711762,2.3700239e-05
25,0.0010707102,0.0007821079
26,0.005208861,0.0026544267
27,0.004065805,0.0033022333
28,0.002734652,0.0003081031
29,0.0014034986,0.0001580016
30,0.0048181964,0.0013746138
31,0.0024742088,0.000497705
32,0.0016494726,0.0010191103
33,0.088550635,0.18036672
34,0.026536252,0.046934374
35,0.0040151635,1.580016e-05
36,0.0034942776,0.00010270104
37,0.0012949806,7.1100716e-05
38,0.0019171502,0.0006320064
39,0.0007306874,0.00044240447
40,0.005903376,0.0067940685
41,0.0065400144,0.0
42,0.00913721,0.0057038576
43,0.002749121,0.00015010152
44,0.0049050106,0.005253553
45,0.0065834215,0.013129933
46,0.0041598543,0.0078605795
47,0.001982261,0.0008611087
48,0.024445474,0.029972903
49,0.0031542545,0.0029230295
50,0.0035449192,0.0047953483
51,0.0021558895,0.00048190486
52,0.0056284633,0.0033417337
53,0.0023150493,0.00024490248
54,0.0073792194,0.0014615147
55,0.004550519,0.0016432166
56,0.0027997626,0.006233163
57,0.0013600915,0.00197502
58,0.001381795,0.00017380176
59,0.0017001143,0.00052930537
60,0.0117633445,0.011210213
61,0.035145342,0.009132492
62,0.001519251,9.4800955e-05
63,0.008341412,0.008998191
64,0.0040006945,0.0070547713
65,0.0015264857,0.00043450439
66,0.001381795,0.00395004
67,0.006482138,0.014038442
68,0.0050641703,0.0062015625
69,0.009404887,0.00029230295
70,0.010866263,0.00790008
71,0.0054620695,0.0017459176
72,0.005498242,0.007955381
73,0.0023512219,0.00032390328
74,0.006388089,0.003476035
75,0.0040151635,0.0053720544
76,0.003638968,0.0009322094
77,0.0022210004,0.0014220143
78,0.0023584564,0.0011218113
79,0.0028938116,0.0013035132
80,0.012790647,0.0069362703
81,0.0094338255,0.015199753
82,0.009260197,0.0043292437
83,0.00844993,0.0045109456
84,0.0007596255,0.00015010152
85,0.0077626496,0.0013588137
86,0.00068004575,0.00052930537
87,0.0042321994,0.0038157385
88,0.003841535,0.0008374085
89,0.0023078148,0.0024490247
90,0.003009564,0.00197502
91,0.00498459,0.00030020304
92,0.005498242,0.0025438257
93,0.009773849,0.009329994
94,0.0029589224,0.00197502
95,0.003638968,0.004542546
96,0.007437096,0.015152353
97,0.0047024437,0.010080501
98,0.015250387,0.0015326155
99,0.0055705872,0.004747948
100,0.00238016,7.90008e-06
101,0.0072272946,0.0023542237
102,0.0075456137,0.00791588
103,0.0017145834,0.00067940686
104,0.0011068829,0.0009717098
105,0.007617959,0.0040369406
106,0.007154949,0.024205845
107,0.008898471,0.0018091183
108,0.0047096782,0.0030415307
109,0.0030602058,0.0014299145
110,0.002626134,0.0027334276
111,0.0024669743,0.0022436227
112,0.00028938116,3.160032e-05
113,0.0051509845,0.00037130376
114,0.0024308017,0.0017933181
115,0.0042466684,0.0060040606
116,0.003241069,0.0038315386
117,0.0046156296,0.0045030457
118,0.007617959,0.0069678705
119,0.004282841,0.0046294467
120,0.0018809775,0.0025991262
121,0.00039066456,9.4800955e-05
122,0.0334814,0.09432695
123,0.004941183,5.530056e-05
124,0.0012877461,0.0010823109
125,0.0024959126,0.00087690883
126,0.007914575,0.002172522
127,0.015619348,0.0015563157
128,0.0031831928,0.00076630776
129,0.0033061798,0.009748698
130,0.0020039645,0.00015010152
131,0.0038343004,0.00044240447
132,0.0026550721,0.0039895405
133,0.0038632385,3.95004e-05
134,0.0051075774,0.00090060907
135,0.005787623,0.004582046
136,0.009564048,0.005056051
137,0.0026695412,0.00028440286
138,0.0042900755,0.0004266043
139,0.0029733914,0.00197502
140,0.04282841,0.06843839
141,0.0039862255,0.00021330215
142,0.0066123595,0.00032390328
143,0.012096132,0.0017459176
144,0.0012443389,0.0020145203
145,0.0020835444,0.0036419367
146,0.0007234529,0.00023700239
147,0.0032772417,0.0013035132
148,0.00045577533,9.4800955e-05
149,0.0021124824,0.0021646218
150,0.000491948,0.0007031071
151,0.0066412976,0.0015484156
152,0.003906646,0.0022594228
153,0.0049194796,0.0070942715
154,0.015655521,0.017609278
155,0.002611665,0.0007742078
156,0.00019533228,0.00023700239
157,0.018296124,0.02081671
158,0.00476032,0.001382514
159,0.015033351,0.011123313
160,0.006576187,0.0009401095
161,0.002951688,0.008342484
162,0.00061493495,0.00020540207
163,0.0022861112,0.00493755
164,0.0036823752,0.00011850119
165,0.0022065314,0.0016590167
166,0.005729747,0.006327964
167,0.0023222838,0.0012482126
168,0.00059323135,7.1100716e-05
169,0.008254598,0.00495335
170,0.0007596255,1.580016e-05
171,0.0049339486,0.0006873069
