,pile_sparsity,bio_sparsity
0,0.024022713,0.0061791493
1,0.05437164,0.030380817
2,0.04858083,0.022380203
3,0.2389661,0.38872537
4,0.085967496,0.06828575
5,0.06097965,0.0113976095
6,0.05644281,0.08301887
7,0.28544053,0.34575567
8,0.05456185,0.05012489
9,0.02880612,0.027567921
10,0.0139909405,0.007401145
11,0.040359564,0.018199285
12,0.04457939,0.022372516
13,0.076612025,0.018998578
14,0.16497475,0.2368059
15,0.12434043,0.08935941
16,0.07405476,0.04834185
17,0.1169575,0.10038812
18,0.02556552,0.006133036
19,0.09204714,0.0571725
20,0.039049234,0.008477116
21,0.05394191,0.05279176
22,0.040739983,0.08765323
23,0.14977211,0.10319333
24,0.07112414,0.14124428
25,0.047657963,0.020919956
26,0.07397728,0.04663567
27,0.050912652,0.02897437
28,0.04009891,0.014909888
29,0.054103937,0.040533375
30,0.06507971,0.059900858
31,0.03409675,0.012481267
32,0.17308329,0.21494831
33,0.0820365,0.1159359
34,0.025142834,0.008123583
35,0.0955484,0.085601196
36,0.037309173,0.06999961
37,0.16798286,0.15525496
38,0.034998484,0.13987626
39,0.083593406,0.07581755
40,0.05824627,0.05262268
41,0.045981303,0.039657228
42,0.039373297,0.019375168
43,0.1490817,0.13399684
44,0.070250586,0.031172425
45,0.01123643,0.015824463
46,0.1932032,0.21363409
47,0.024952624,0.03978788
48,0.05616806,0.038496714
49,0.108426265,0.148876
50,0.14772911,0.17253199
51,0.16019134,0.13687891
52,0.03709783,0.05241517
53,0.041620582,0.04588249
54,0.061268482,0.038189296
55,0.056273732,0.04225493
56,0.12210019,0.13026169
57,0.15190667,0.16466203
58,0.091990784,0.07558698
59,0.016886346,0.013342043
60,0.011609804,0.011920225
61,0.23577482,0.40951467
62,0.029841704,0.037205547
63,0.033772692,0.009299465
64,0.1817061,0.20009223
65,0.0348435,0.034185145
66,0.033187974,0.023986474
67,0.0918992,0.116596855
68,0.09644309,0.055112787
69,0.076506354,0.075264186
70,0.04902465,0.08295739
71,0.03540708,0.02742958
72,0.20317157,0.37470698
73,0.06343123,0.018906351
74,0.1019662,0.15171963
75,0.09539342,0.087607116
76,0.10922937,0.0641202
77,0.067284726,0.06262153
78,0.08644654,0.07282788
79,0.06484723,0.09205703
80,0.07917632,0.08387196
81,0.052025728,0.032417476
82,0.057083882,0.07236675
83,0.027615553,0.03755908
84,0.083360925,0.048849095
85,0.047763634,0.027268186
86,0.047827035,0.03869654
87,0.009573861,0.0041271183
88,0.0488908,0.06438151
89,0.10259318,0.0886754
90,0.13727465,0.11960958
91,0.018640498,0.0099911615
92,0.08043734,0.08713061
93,0.034808274,0.039541945
94,0.0678624,0.019874725
95,0.086347915,0.09449333
96,0.06500222,0.109818235
97,0.08331161,0.07240518
98,0.067045204,0.05864812
99,0.06460067,0.1823387
100,0.08355113,0.17351574
101,0.07358981,0.045528956
102,0.06170526,0.04740422
103,0.054146208,0.037128694
104,0.055646747,0.055281866
105,0.2125693,0.10450755
106,0.065291055,0.025231525
107,0.025199192,0.006071552
108,0.041831926,0.06356684
109,0.062536545,0.052407485
110,0.20665874,0.31913307
111,0.021951547,0.004334627
112,0.042642076,0.0968451
113,0.085495494,0.052061636
114,0.03235669,0.020712446
115,0.15247025,0.12687238
116,0.018119184,0.014387273
117,0.0913004,0.063367024
118,0.22646162,0.20215963
119,0.033068214,0.005741075
120,0.025163967,0.02274142
121,0.040817477,0.010313953
122,0.017069511,0.004726588
123,0.06624915,0.088022135
124,0.04560793,0.07142144
125,0.022416502,0.023356263
126,0.06648867,0.121753834
127,0.08302277,0.084409945
128,0.091744214,0.10808131
129,0.053702384,0.023809707
130,0.044036943,0.015125082
131,0.054420955,0.09702955
132,0.08964487,0.11320755
133,0.019711304,0.012096991
134,0.048637185,0.04415325
135,0.07075781,0.09330977
136,0.09124404,0.058502093
137,0.045629065,0.026330553
138,0.027383074,0.020405026
139,0.10435438,0.09370173
140,0.072758526,0.061630096
141,0.03728804,0.023402374
142,0.04216303,0.037697423
143,0.05630191,0.09890482
144,0.048411753,0.054636285
145,0.02765782,0.021350345
146,0.18987101,0.25183108
147,0.2164369,0.38204664
148,0.21246363,0.17571379
149,0.05456185,0.038012527
150,0.18234718,0.121407986
151,0.039176043,0.054428775
152,0.14632016,0.12862468
153,0.08581251,0.10499174
154,0.08808093,0.11005649
155,0.032363735,0.022357145
156,0.017217452,0.03927295
157,0.030179853,0.023786651
158,0.09475938,0.20695539
159,0.045051392,0.046643354
160,0.039049234,0.026084617
161,0.10788382,0.1596434
162,0.005769678,0.0045344504
163,0.034575798,0.039434347
164,0.08637609,0.13668677
165,0.10197324,0.1230988
166,0.10661576,0.14502555
