,pile_sparsity,bio_sparsity
0,0.090063356,0.10410271
1,0.19096456,0.158024
2,0.17862833,0.14826363
3,0.025203483,0.019943383
4,0.28207535,0.30820143
5,0.066118225,0.056138113
6,0.018140689,0.009273953
7,0.20381725,0.2016028
8,0.019166285,0.03880228
9,0.066714674,0.059463337
10,0.17475142,0.22106774
11,0.26317817,0.24059647
12,0.14180142,0.28914317
13,0.06059019,0.058267213
14,0.10718572,0.10685379
15,0.30618778,0.42254296
16,0.4218983,0.541366
17,0.10268328,0.1434871
18,0.035684932,0.027470995
19,0.04341691,0.030588891
20,0.11186273,0.108679876
21,0.11183363,0.037414774
22,0.100413874,0.15723456
23,0.117441684,0.15878154
24,0.068707675,0.027997289
25,0.089052305,0.19747218
26,0.07884726,0.10420637
27,0.22314356,0.16710657
28,0.17266385,0.1405287
29,0.13386577,0.15772098
30,0.04018737,0.045923207
31,0.1599421,0.15122204
32,0.08095664,0.07951836
33,0.13912468,0.2699095
34,0.07092617,0.057063114
35,0.07206814,0.0917268
36,0.05412384,0.0359874
37,0.17789367,0.22369921
38,0.09314742,0.12614329
39,0.025756286,0.02684901
40,0.060030114,0.051895857
41,0.033844676,0.060188986
42,0.03315367,0.016171604
43,0.049919624,0.049790677
44,0.019871837,0.016849408
45,0.067907564,0.080371596
46,0.021101099,0.009768351
47,0.0641034,0.044160917
48,0.018838966,0.011331286
49,0.01872986,0.05448746
50,0.033990152,0.030828116
51,0.043955166,0.05235836
52,0.090725265,0.1254655
53,0.13664433,0.1671305
54,0.23764011,0.39815
55,0.53080064,0.601236
56,0.13974294,0.18486504
57,0.010037751,0.008181492
58,0.19159012,0.27517244
59,0.008161128,0.003995056
60,0.056800578,0.08887205
61,0.015718536,0.02039791
62,0.07912366,0.06806746
63,0.05115616,0.088433474
64,0.15374488,0.1695706
65,0.012670842,0.0112595195
66,0.02601814,0.0424385
67,0.050290585,0.06436745
68,0.19886385,0.262653
69,0.039729126,0.061448906
70,0.2600432,0.44148958
71,0.20940349,0.24258204
72,0.023966948,0.011100036
73,0.12333341,0.0614808
74,0.29203308,0.2845102
75,0.012830864,0.032781787
76,0.012183501,0.003851521
77,0.06714382,0.08155975
78,0.03799798,0.023324428
79,0.91225696,0.90430206
80,0.10704752,0.106710255
81,0.116510645,0.13017823
82,0.042929567,0.05260556
83,0.09252915,0.13130258
84,0.047730234,0.013587975
85,0.0055280365,0.0032773812
86,0.14217237,0.10647103
87,0.034390207,0.07439097
88,0.080614775,0.015390136
89,0.09631877,0.052446075
90,0.049097694,0.032438897
91,0.07019152,0.09211754
92,0.16581927,0.19971293
93,0.24705233,0.30563375
94,0.07953826,0.08277182
95,0.02903674,0.049463738
96,0.13523324,0.14223516
97,0.21744823,0.24606675
98,0.055236723,0.1292612
99,0.03687055,0.056584667
100,0.13134906,0.16580679
101,0.013463679,0.026729397
102,0.14223056,0.17958614
103,0.04384606,0.043658547
104,0.07181356,0.044822775
105,0.45339355,0.4866393
106,0.051338002,0.03590766
107,0.18705857,0.2111399
108,0.15407947,0.13331208
109,0.071027994,0.041417807
110,0.8126578,0.8382441
111,0.0013820091,0.00025517325
112,0.12256239,0.0515131
113,0.13811363,0.22832423
114,0.07813443,0.08980503
115,0.06347059,0.06542801
116,0.07846175,0.05787648
117,0.30223086,0.31860772
118,0.1051418,0.13139828
119,0.06530357,0.07708624
120,0.10557095,0.069032334
121,0.09172904,0.14315219
122,0.037277877,0.043443244
123,0.05103978,0.04711136
124,0.09588961,0.114732265
125,0.03654323,0.014417288
126,0.054072928,0.018739285
127,0.057775255,0.031362385
128,0.17384948,0.14556836
129,0.21685179,0.3105857
130,0.19989671,0.17651609
131,0.29252043,0.2959292
132,0.110800765,0.08334596
133,0.054436613,0.03874646
134,0.027327413,0.026258921
135,0.052567262,0.07861728
136,0.19521971,0.09577768
137,0.31410885,0.38532755
138,0.009274009,0.0046489374
139,0.10566551,0.19157131
140,0.08237502,0.11928552
141,0.05688786,0.08157569
142,0.1168016,0.19657111
143,0.096093275,0.17433915
144,0.05378925,0.060755152
145,0.10021021,0.11706072
146,0.04813756,0.05513337
147,0.08501539,0.054702763
148,0.05396382,0.040229656
149,0.7959791,0.84822774
150,0.07614143,0.108735695
151,0.8697784,0.92323273
152,0.016824143,0.004975878
153,0.05854627,0.085363425
154,0.04055833,0.038347755
155,0.3291364,0.2286432
156,0.1586401,0.1747219
157,0.67959934,0.7553048
158,0.017587885,0.018484112
159,0.06582,0.0795981
160,0.13564056,0.19253619
161,0.02291953,0.049942188
162,0.05223267,0.025278099
163,0.1371244,0.11863961
164,0.05167987,0.022774212
165,0.38831547,0.26615366
166,0.43878064,0.65813965
167,0.1563707,0.23685658
168,0.13420036,0.11430166
169,0.05608775,0.032223597
170,0.04855944,0.053235516
171,0.23876026,0.21948886
172,0.10893869,0.09335353
173,0.0118343625,0.01005542
174,0.25795564,0.2286113
175,0.16327347,0.22810893
176,0.05540402,0.06628125
177,0.05741157,0.08218971
178,0.08953965,0.08615287
179,0.061084803,0.07219808
180,0.050472427,0.021235198
181,0.18541472,0.13190064
182,0.22306354,0.24562019
183,0.021893935,0.010868785
184,0.016482277,0.014768152
185,0.11561598,0.12462023
186,0.04897404,0.027614528
187,0.07627963,0.18112515
188,0.09243459,0.16860572
189,0.10402892,0.16534428
190,0.029400427,0.019895539
191,0.19676901,0.14092739
192,0.09549683,0.15516925
193,0.07066431,0.1380567
194,0.013689164,0.011530641
195,0.05488031,0.045604244
196,0.15309024,0.24833938
197,0.045097142,0.045341093
198,0.21254574,0.1807424
199,0.09428939,0.10150313
200,0.11074258,0.12806506
201,0.045489922,0.043826003
202,0.11797994,0.12643833
203,0.12459176,0.2090746
204,0.06967508,0.058131654
205,0.03636866,0.06208684
206,0.1485587,0.20683385
207,0.20627578,0.23206411
208,0.011347023,0.0095371
209,0.0024294266,0.0013476337
210,0.012248965,0.022550935
211,0.09599872,0.113719545
212,0.08707385,0.107332245
213,0.19799827,0.20137954
214,0.18791687,0.15939556
215,0.020315535,0.008899166
216,0.34340018,0.29382402
217,0.034499314,0.03349946
218,0.085466355,0.14886966
219,0.07617053,0.121853195
220,0.25437698,0.31321716
221,0.09375841,0.11011523
222,0.2899819,0.4277102
223,0.06834399,0.06155257
224,0.023145016,0.008309078
225,0.030193264,0.045117818
226,0.063856095,0.047358558
227,0.18211244,0.23899366
228,0.12739214,0.14953949
229,0.016191328,0.018205015
230,0.17048174,0.2783382
231,0.006735476,0.0055021727
232,0.24452834,0.20436984
233,0.23201752,0.27989316
234,0.22938442,0.25788444
235,0.6256574,0.75113434
236,0.38158,0.4194809
237,0.0229559,0.01101232
238,0.3271725,0.26482996
239,0.31592003,0.36409235
240,0.17334759,0.15650891
241,0.056764208,0.018611697
242,0.02677461,0.023810852
243,0.01219805,0.008747658
244,0.036186818,0.05582712
245,0.051890805,0.031529844
246,0.059739165,0.05929588
247,0.11184818,0.13386229
248,0.10511271,0.13780153
249,0.21413869,0.17872493
250,0.1413868,0.16044815
251,0.038325295,0.025270125
252,0.08913959,0.07798732
253,0.06105571,0.077628486
254,0.08057841,0.08099358
255,0.10445807,0.09396754
256,0.06650373,0.043969538
257,0.13490592,0.16392489
258,0.08751027,0.12147841
259,0.041736677,0.056831867
260,0.004786116,0.0049360073
261,0.19265208,0.23701607
262,0.21386956,0.2833061
263,0.053440113,0.052796938
264,0.028040238,0.013867071
265,0.05638597,0.06124158
266,0.00528073,0.00045452733
267,0.16189146,0.14540887
268,0.1444345,0.19346917
269,0.03460842,0.010254774
270,0.015871285,0.008301104
271,0.13782269,0.16416411
272,0.07834537,0.09476496
273,0.06104116,0.056185957
274,0.08191677,0.1860213
275,0.06863494,0.05739803
276,0.017922476,0.03676887
277,0.13652796,0.09713329
278,0.19687812,0.411419
279,0.07114438,0.104820386
280,0.069987856,0.094135
281,0.04780297,0.044639368
282,0.18623665,0.22401819
283,0.31253773,0.32442886
284,0.055200353,0.027455045
285,0.797572,0.8390973
286,0.116045125,0.12902994
287,0.028927634,0.0338583
288,0.050057825,0.05424026
289,0.39743674,0.39593318
290,0.1747296,0.12710817
291,0.023668725,0.04207966
292,0.29556084,0.2538894
293,0.10717845,0.14845501
294,0.120773055,0.11460468
295,0.59400934,0.6825884
296,0.14306705,0.17397232
297,0.12643929,0.113105536
298,0.18598206,0.11643077
299,0.056931503,0.10070571
300,0.24790335,0.31789005
301,0.14383806,0.23050117
302,0.35794765,0.59440213
303,0.010961515,0.005350664
304,0.27587086,0.31829673
305,0.050676093,0.04056457
306,0.054531172,0.038443442
307,0.058058932,0.08258044
308,0.049039505,0.103967145
309,0.05183989,0.027614528
